,business_id,review_count,categories,categories_new,city,coordinates.latitude,coordinates.longitude,location.zip_code,stars,neighborhoods,price,oldest_review,std_of_stars,reviews_per_week,median_of_stars,reactions_per_week,stars_linear_coef,restaurant_density,restaurant_similar_density,zreview_count_all,zstar_all,zprice_all,zreview_per_week_all,is_claimed,is_chain,is_closed
10,AoO0FJyUm01lmIJJTcPWEQ,47,"['Burgers', 'Restaurants']","[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",Mesa,33.4064076,-111.7716542,85204,4.0,[],1.0,16352.0,0.9943252294083339,0.00287426614481409,4.0,0.0072162426614481405,-0.00019476297151468412,3.0,3.0,1.3934660285832354,0.0666666666666667,-0.08333333333333331,1.3340811214293347,True,False,False
11,eK6KGMKqU_4nB9RdayZD7Q,17,"['Mexican', 'Restaurants']","[{'alias': 'mexican', 'title': 'Mexican'}]",Phoenix,33.4424743652344,-112.065826416016,85004,3.0,[],2.0,15596.0,0.8065476000471817,0.0010900230828417544,3.0,0.0019876891510643754,0.0003125749145466902,76.0,9.0,-0.43112648592528563,-0.07894736842105265,0.10526315789473684,-0.5456670087894543,True,False,False
12,umdxfhSlk67yGEi8-S-bEg,70,"['Burgers', 'American (Traditional)', 'Restaurants']","[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'bars', 'title': 'Bars'}]",Scottsdale,33.6763274380161,-111.92329287529,85255,3.0,[],2.0,5502.0,1.3828243990581528,0.012540894220283533,3.0,0.027989821882951654,0.00016203893910244244,4.0,3.0,0.5984317698614221,-0.125,0.0625,1.6080709981445565,True,False,True
13,HQFscafV3wi5z4yOKdUGRg,58,"['Breakfast & Brunch', 'Diners', 'Restaurants']","[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'salad', 'title': 'Salad'}]",Phoenix,33.48003,-112.08084,85013,3.5,[],1.0,17808.0,1.026550044593393,0.00325696316262354,4.0,0.008423180592991913,0.0005420339688975178,59.0,12.0,0.011543324360849691,-0.011864406779660986,-0.08620689655172414,-0.13073687556965463,True,False,False
14,hBodj_f6adUAnEVUb_he_A,4,"['American (Traditional)', 'Restaurants']","[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]",Phoenix,33.3864288330078,-112.072959899902,85042,2.5,[],1.0,17115.0,1.5,0.00023371311714869998,2.0,0.0005258545135845749,0.0017578952265065145,14.0,1.0,-0.6861611477069859,-0.15,-0.0357142857142857,-0.9000669903190561,False,False,False
15,6ZYt8IChJmH3Ra5IqnlivA,9,"['Sandwiches', 'Restaurants']","[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'delis', 'title': 'Delis'}]",Tempe,33.3349199,-111.96203,85284,2.5,[],1.0,14028.0,1.1547005383792515,0.0006415739948674081,3.0,0.002067293983461648,-0.0011622026931370673,21.0,8.0,-0.7399436598617256,-0.17142857142857143,-0.14285714285714285,-0.7473890070976753,True,True,False
16,y8a480EiwWikqlR1inkGxg,28,"['Sushi Bars', 'Restaurants']","[{'alias': 'sushi', 'title': 'Sushi Bars'}]",Tempe,33.3784399134378,-111.928999824987,85282,3.5,[],2.0,10150.0,1.4476405856793746,0.002758620689655172,4.0,0.003349753694581281,-0.00048038873743637596,18.0,1.0,-0.43832429199283673,-0.022222222222222233,0.1527777777777778,-0.3007291656581361,True,False,False
18,qBc36uFI7orWS8NpYZCv_w,30,"['Mexican', 'Restaurants']","[{'alias': 'mexican', 'title': 'Mexican'}]",Mesa,33.4351659963261,-111.866054534912,85201,3.5,[],2.0,8806.0,1.192525273502799,0.0032932091755621166,4.0,0.0053372700431523964,0.0009529636789930487,11.0,3.0,0.47431873839690963,-0.009090909090909084,0.13636363636363635,1.2175279428575236,True,False,False
19,sH17KGxbMVrlr66n92Qh8g,6,"['Fast Food', 'Mexican', 'Restaurants']","[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",Phoenix,33.63867,-111.97726,85032,3.0,[],1.0,12264.0,1.3437096247164249,0.0004892367906066536,3.5,0.0021200260926288322,-0.0009703843352135861,14.0,8.0,-0.6230761396236898,-0.03571428571428568,-0.07692307692307693,-0.7645493384372914,False,True,False
20,FURgKkRFtMK5yKbjYZVVwA,326,"['American (New)', 'Restaurants']","[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",Phoenix,33.513575,-112.073381,85012,4.0,[],2.0,6895.0,0.8986661548711682,0.046555474981870924,4.0,0.14213197969543148,0.0008138508854220322,39.0,8.0,1.7764683931381002,0.07435897435897436,0.1217948717948718,3.5848563635840325,True,False,False
21,kMxYp2GZL5ic6b05gPP57Q,12,"['Hot Dogs', 'Restaurants']","[{'alias': 'hotdog', 'title': 'Hot Dogs'}]",Phoenix,33.4341094982183,-111.996914148331,85034,2.0,[],1.0,7784.0,0.816496580927726,0.001541623843782117,2.0,0.006294964028776978,-0.0015045997299935254,23.0,2.0,-0.3963035301363794,-0.12173913043478261,-0.14285714285714285,-0.12283605476466289,False,True,False
22,bzXDUQ-5Odzx5WZNoSoANg,40,"['Fish & Chips', 'Restaurants']","[{'alias': 'fishnchips', 'title': 'Fish & Chips'}, {'alias': 'seafood', 'title': 'Seafood'}]",Glendale,33.6535664936682,-112.184825059525,85308,4.0,[],2.0,13321.0,1.0813764376941082,0.0030027775692515577,4.0,0.006756249530816005,0.00022739665845440102,15.0,2.0,1.1398580227557167,0.046666666666666676,0.13333333333333336,0.778102923563539,True,False,False
23,8HmSt7fRFe-uH6i4yCmJQQ,3,"['Fast Food', 'Restaurants']","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",Goodyear,33.4494,-112.341,85323,1.0,[],1.0,13615.0,0.0,0.00022034520749173705,1.0,0.0005141388174807198,0.0,25.0,8.0,-0.9142144016418638,-0.504,-0.07,-0.9845057074621082,True,True,False
24,qdA4qiSXjaiuqO4SueH9VA,21,"['Mexican', 'Restaurants']","[{'alias': 'mexican', 'title': 'Mexican'}]",Mesa,33.4230238,-111.8565649,85201,3.5,[],1.0,12656.0,1.4448183276799889,0.0015802781289506952,4.0,0.001343236409608091,0.0002510427068275576,10.0,8.0,-0.33032688333920174,-0.07999999999999999,-0.125,-0.2761235100995713,False,True,False
25,3VTBObOAUyDQfpsndTz_pg,3,"['Mexican', 'Restaurants']","[{'alias': 'mexican', 'title': 'Mexican'}]",Glendale,33.5383278,-112.1544625,85301,3.5,[],1.0,7315.0,0.9428090415820634,0.0004101161995898838,3.0,0.000683526999316473,0.0008960147458426749,8.0,2.0,-0.5500913313380231,0.0125,0.0,-0.5725259346857521,True,False,False
26,h-9z4dgdEghdPLeDMLpDYA,12,"['Bars', 'Restaurants', 'American (Traditional)', 'Sports Bars', 'Nightlife']","[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",Tempe,33.4078102111816,-111.953956604004,85282,4.0,[],1.0,12061.0,0.7071067811865476,0.000994942376254042,4.0,0.001906972887820247,0.0007966339123685628,30.0,7.0,-0.5185951955025305,0.09000000000000004,-0.11206896551724138,-0.5603448973048408,True,False,False
27,In93N5Jqu85xAh0qQ2jb1w,3,"['Mexican', 'Restaurants']","[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",Gilbert,33.307805088942,-111.74286306603,85295,3.5,[],1.0,3948.0,0.9428090415820634,0.0007598784194528875,4.0,0.0,-0.0009925558312655085,22.0,7.0,-1.1590149089925643,-0.018181818181818167,-0.19318181818181818,-1.1183761625597073,True,True,False
28,nih6RQC-HttWiO28HOcfOA,4,"['American (Traditional)', 'Comfort Food', 'Caterers', 'Event Planning & Services', 'Restaurants']","[{'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",Tempe,33.39136,-111.90869,85282,3.5,[],1.0,13020.0,0.5,0.00030721966205837174,3.5,0.001228878648233487,-8.795555480165084e-05,19.0,3.0,-1.0547996162699678,0.03684210526315788,-0.1388888888888889,-0.9877463169997077,True,True,False
29,h_FP6Lho52MIorjH8GuerQ,3,"['Fast Food', 'Restaurants']","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]",Surprise,33.6393375272276,-112.41918659085,85374,3.0,[],1.0,7658.0,1.632993161855452,0.0003917471924784539,3.0,0.0,0.004779700038371063,3.0,4.0,-1.224744871391589,0.033333333333333305,0.0,-1.3865582407533172,False,True,False
30,rSZj7lgBxREaMhGMnjuZ3g,4,"['Fast Food', 'Restaurants']","[{'alias': 'hotdogs', 'title': 'Fast Food'}]",Phoenix,33.4651840792973,-111.978866904974,85008,3.0,[],1.0,10248.0,0.82915619758885,0.00039032006245121,2.5,0.0004879000780640125,-0.0024653405975583937,19.0,5.0,-0.6635316748777862,-0.06842105263157894,-0.08333333333333331,-0.7052687961775409,False,True,False
31,kN8792XEJfCtpD5GJLmI6g,29,"['Italian', 'Pizza', 'Restaurants']","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",Surprise,33.6403916447689,-112.360847369952,85374,4.0,[],2.0,14098.0,1.0926470386270255,0.0019860973187686196,4.0,0.001773301177471982,8.850548483881804e-05,24.0,7.0,0.47156896964756795,0.1208333333333333,0.11904761904761907,-0.05581950487582494,True,True,False
32,lnX2gaGdO0fNtykyFrp1AA,22,"['American (Traditional)', 'Diners', 'Restaurants']","[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",Phoenix,33.4634,-112.09767,85007,3.5,[],1.0,16324.0,0.7999999999999999,0.0012251899044351876,4.0,0.006125949522175937,0.00016445233823391458,19.0,3.0,-0.07111969865854686,0.0,-0.05263157894736842,-0.46355315492501165,False,False,False
33,Xn06AozwcTvUPFNkknbgnw,3,"['Fast Food', 'Pizza', 'Restaurants']","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",Scottsdale,33.587109615647,-111.83734988227,85259,3.0,[],1.0,8638.0,0.816496580927726,0.00034730261634637646,3.0,0.0021995832368603844,0.000737461383732831,15.0,9.0,-0.8379452767363331,-0.07333333333333333,-0.1607142857142857,-0.9245349756579482,True,True,False
34,WxLMUX59m6sSszVNLnHDEw,11,"['Buffets', 'Chinese', 'Restaurants']","[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'buffets', 'title': 'Buffets'}]",Casa Grande,32.87852,-111.71578,85222,3.0,[],2.0,11592.0,1.4024771473219555,0.0009489302967563837,3.0,0.002070393374741201,-0.0020398149491071653,7.0,4.0,0.5397505397508097,-0.05714285714285712,0.14285714285714285,0.17358382593301133,False,False,True
35,qAORECtABjr_FsvSzy1apw,23,"['Burgers', 'American (Traditional)', 'Hot Dogs', 'Restaurants']","[{'alias': 'burgers', 'title': 'Burgers'}]",Phoenix,33.6759907222946,-111.970881966922,85050,3.0,[],1.0,4368.0,1.4112886087509116,0.005036630036630037,4.0,0.009386446886446886,0.003168368605103735,36.0,3.0,-0.4896605966755578,-0.075,-0.20714285714285713,0.29464061061328045,True,True,False
36,_dVPzYGXKNg2rIsc40VtyA,7,"['Fast Food', 'Restaurants']","[{'alias': 'hotdogs', 'title': 'Fast Food'}]",Scottsdale,33.4952392578125,-111.907592773438,85251,2.5,[],1.0,9044.0,1.4907119849998598,0.0006634232640424591,2.5,0.0012162759840778417,0.0026074293431393287,37.0,8.0,-0.800879992079511,-0.20810810810810806,-0.19594594594594594,-0.8175927828394565,False,True,False
37,x0NOgX6P4x-82cC0kcO1hg,44,"['Sushi Bars', 'Restaurants']","[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",Goodyear,33.4720905777243,-112.39201426506,85338,4.0,[],2.0,13776.0,1.3164173143249618,0.003193960511033682,4.0,0.004573170731707317,0.0005276602241924349,5.0,2.0,1.9436132432927449,0.24000000000000005,0.125,1.9564459381865655,False,False,False
38,Dim6R6ki5Z_05bk_V1htbQ,12,"['Pizza', 'Restaurants']","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",Glendale,33.71067,-112.20247,85310,3.0,[],2.0,14042.0,1.0374916331657276,0.0008545791197835066,3.0,0.0010682238997293833,-0.0001520953660743307,8.0,4.0,0.013223303067357669,-0.1,0.15625,-0.6244118643811942,True,False,False
39,JUe_TAe9T9MZXutb5fblDg,7,"['Pizza', 'Restaurants']","[{'alias': 'pizza', 'title': 'Pizza'}]",Phoenix,33.4799999,-112.07778,85013,2.5,[],1.0,14875.0,1.2936264483053452,0.00047058823529411766,2.0,0.0037647058823529413,-0.0010898658809139084,71.0,7.0,-0.6538674666409352,-0.2154929577464789,-0.09999999999999998,-0.6596939365336933,True,True,False
40,lVkDZZ8sTafPlq7f1i5row,141,"['Food', 'Coffee & Tea', 'Breakfast & Brunch', 'Vegan', 'Restaurants']","[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'vegan', 'title': 'Vegan'}]",Phoenix,33.3037237322848,-111.994536941001,85048,4.0,[],2.0,9961.0,1.0290110223413436,0.013854030719807248,5.0,0.051500853327979115,0.000627416462542784,25.0,6.0,2.373612050351029,0.1,0.12,2.702762943621387,True,False,False
41,cfy-C6XNFt-F-dCQfK7EDQ,65,"['Sushi Bars', 'Restaurants']","[{'alias': 'sushi', 'title': 'Sushi Bars'}]",Chandler,33.26144,-111.85683,85248,4.0,[],2.0,16394.0,0.9717694878416383,0.0039038672685128705,4.0,0.00847871172380139,-0.00014854554352626098,20.0,1.0,1.8677664178617075,0.11500000000000003,0.13157894736842107,1.2790418178388037,True,False,False
42,-_JBgygYYD_UkuD-GVTp6A,5,"['Sandwiches', 'Restaurants']","[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'delis', 'title': 'Delis'}]",Goodyear,33.45141,-112.35759,85338,3.5,[],1.0,7399.0,0.8,0.0006757669955399379,4.0,0.000946073793755913,-0.00017622658723829505,19.0,3.0,-0.6481986860060805,0.04210526315789478,-0.06578947368421051,-0.5041897421452122,True,True,False
43,LeTMz4hrsdHhiS-vNBj82A,8,"['Chinese', 'Restaurants']","[{'alias': 'chinese', 'title': 'Chinese'}]",Phoenix,33.48001,-112.15311,85031,4.5,[],1.0,13734.0,0.4330127018922193,0.000582495995340032,4.0,0.00021843599825251202,0.00030837911590398027,5.0,2.0,0.24164883733207074,0.05999999999999996,-0.04999999999999999,-0.9008209588774962,False,False,False
44,wzQAmzQopWcfoCG8lfiE_w,14,"['Delis', 'Sandwiches', 'Restaurants']","[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",Phoenix,33.6835651,-112.0990306,85027,3.0,[],1.0,13636.0,0.7423074889580902,0.001026694045174538,3.0,0.0016867116456438839,0.00015729053004629058,17.0,5.0,-0.41744138200216535,-0.0882352941176471,-0.04411764705882354,-0.38984295410655345,True,True,False
46,FG_GRMLSj68ximzfrr9eWw,88,"['Mexican', 'Restaurants']","[{'alias': 'mexican', 'title': 'Mexican'}]",Tempe,33.4277695521444,-111.943175110644,85281,2.5,[],2.0,17976.0,1.1168783977550558,0.004895416110369382,3.0,0.008622607921673343,-3.5420772798368744e-05,75.0,9.0,0.08627454754846385,-0.18666666666666662,0.125,-0.0680604000698408,True,False,False
47,jj-K19oswZARMwCQK-b37A,35,"['Caribbean', 'Restaurants']","[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'hawaiian', 'title': 'Hawaiian'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",Chandler,33.3174659,-111.9683351,85226,4.0,[],1.0,14798.0,0.9705878715121732,0.0023651844843897824,4.0,0.0035139883768076766,-0.0006055391576867837,44.0,10.0,-0.09218719838234013,0.09772727272727275,-0.13953488372093026,-0.2179157254367858,True,True,False
48,mjoxSQR7bFQtlIIjfNfaSQ,72,"['Chinese', 'Restaurants']","[{'alias': 'chinese', 'title': 'Chinese'}]",Surprise,33.6252846267463,-112.414446463632,85388,4.0,[],1.0,14910.0,1.0818515137843112,0.004761904761904762,4.0,0.006371562709590879,0.0003187359442028877,5.0,1.0,1.9945293639744246,0.12000000000000002,0.0,1.7413462366038328,True,False,False
49,c1yGkETheht_1vjda7G5sA,477,"['Vegetarian', 'Vegan', 'Restaurants']","[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]",Tempe,33.4537869019623,-111.927165985107,85281,4.5,[],2.0,18935.0,0.9187174551648567,0.02492738315289147,5.0,0.07620808027462371,-4.5911372553242096e-05,18.0,6.0,3.6271277679478566,0.18888888888888894,0.05882352941176472,3.693257176490754,True,True,False
50,l1kqHWtICTNk8TdCNisf5A,50,"['Japanese', 'Restaurants']","[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",Chandler,33.3365788066646,-111.859488487244,85224,4.5,[],1.0,18746.0,0.8405933750763339,0.002560546249866638,5.0,0.00565453963512216,-0.00026146119443705266,31.0,12.0,0.19250831662560444,0.1935483870967742,-0.08333333333333331,-0.13352864183937174,True,False,False
51,Pl1qDTX90DSLHo-ZAlAh9w,4,"['Food', 'Ice Cream & Frozen Yogurt', 'Fast Food', 'Restaurants']","[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",Scottsdale,33.47248,-111.92661,85257,3.5,[],1.0,11970.0,0.82915619758885,0.0003341687552213868,3.5,0.0038429406850459483,0.0003897954064318609,32.0,5.0,-0.7603143260486124,-0.025,-0.16129032258064518,-0.8523696664032262,False,True,False
52,qP_IDUD0G_iTZitOypzrzA,13,"['Pizza', 'Restaurants']","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",Phoenix,33.3786064596167,-112.030628920009,85042,3.0,[],2.0,12110.0,1.3674145257408596,0.0010734929810074319,3.0,0.0027250206440957887,-0.0022457202392251216,12.0,5.0,-0.10055457949809356,-0.1166666666666667,0.20454545454545453,-0.2987307648207153,True,True,False
53,xPSLlgEewbXbjsy-LdsBsg,3,"['Breakfast & Brunch', 'Delis', 'Sandwiches', 'Restaurants']","[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",Scottsdale,33.6260369,-111.915163,85260,3.5,[],1.0,5285.0,0.4714045207910317,0.0005676442762535478,4.0,0.0003784295175023652,0.0031178498129290104,41.0,18.0,-1.175503688164434,-0.02195121951219514,-0.2,-0.9699480534954082,True,False,False
54,1PM40DbmTVCNgENzZfs1kg,3,"['Mexican', 'Restaurants']","[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",Buckeye,33.4403,-112.5566406,85326,4.5,[],1.0,4158.0,0.4714045207910317,0.0007215007215007215,4.0,0.0021645021645021645,-0.004882459312839061,6.0,4.0,-0.7310586598159262,0.1833333333333333,-0.08333333333333331,-0.3023097556283305,True,True,False
55,Yw86Jnab9ixke9xJ5pLhMQ,21,"['Seafood', 'Restaurants']","[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}]",Glendale,33.5386549,-112.1781399,85301,2.5,[],1.0,17381.0,1.5223207012519793,0.0012082158679017317,2.0,0.003912318048443703,-0.0001367366164360205,16.0,2.0,-0.43379428881458443,-0.175,-0.09375,-0.4748265458993986,True,True,False
56,XkNQVTkCEzBrq7OlRHI11Q,193,"['Restaurants', 'Pizza', 'Italian']","[{'alias': 'pizza', 'title': 'Pizza'}]",Phoenix,33.4807829,-112.1097345,85015,4.5,[],2.0,14308.0,0.9322106081223187,0.013488957226726307,5.0,0.08792284036902433,-0.00017665427214886312,4.0,1.0,1.5331788193623959,0.075,0.16666666666666669,1.585120120243034,True,False,False
57,NBwPgX7L2D-EZedgo3A-pw,26,"['Diners', 'Mexican', 'Tex-Mex', 'Restaurants']","[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newmexican', 'title': 'New Mexican Cuisine'}]",Phoenix,33.63975,-112.04705,85022,3.5,[],1.0,12131.0,1.3082577962842268,0.002143269310032149,4.0,0.010221745940153326,-0.00041596217836066253,11.0,3.0,0.17975698790929234,0.027272727272727247,-0.09999999999999998,0.24162865950890408,True,False,False
58,0NhcabzEyeCIMsNCPOX-MQ,32,"['Food', 'Food Delivery Services', 'Delis', 'Sandwiches', 'Restaurants']","[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",Tempe,33.3787206,-111.9289049,85282,3.0,[],1.0,9954.0,1.2405196043952265,0.0030138637733574444,3.0,0.006329113924050633,-0.000205089608190073,18.0,1.0,-0.30572198517147436,-0.12222222222222223,-0.09722222222222221,-0.2090303145204054,False,True,False
59,cwyAZ52cV60e-NiF-jWCMQ,5,"['Fast Food', 'Restaurants']","[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]",Chandler,33.25966,-111.85779,85248,1.5,[],1.0,12950.0,0.8,0.0003861003861003861,1.0,0.0018532818532818532,0.00047354975833929,19.0,5.0,-0.7138310833696132,-0.38421052631578945,-0.11764705882352944,-0.7771963825681502,False,True,False
60,7-vGQpfj0RcOD-Cy7CXDiA,30,"['Greek', 'Mediterranean', 'Middle Eastern', 'Restaurants']","[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",Chandler,33.306951,-111.885391,85224,3.5,[],1.0,6405.0,1.192569587999888,0.00468384074941452,4.0,0.008899297423887589,-0.0006766622922220352,36.0,3.0,-0.5466667958299211,0.016666666666666698,-0.1642857142857143,0.3569452245252471,True,False,False
